OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName,activity_date,year,month,location_order,location_name
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R4342,Sample-Routine,Water,NA,9/28/2004,11:30:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226467496,NA,NA,Sulfate,Dissolved,157,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-SO4(B),APHA,4500 SO4 B  ~ Sulfate in Water by Ion Chromatography,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T13:18:05Z,STORET,9/28/2004,2004,9,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R3310,Sample-Routine,Water,NA,7/19/2004,12:30:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226530649,NA,NA,Total dissolved solids,Total,395,mg/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540-C,APHA,2540 C ~ Total Dissolved Solids in Water,NA,https://www.nemi.gov/methods/method_summary/9818/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T14:20:30Z,STORET,7/19/2004,2004,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2004-2270P,Field Msr/Obs,Water,NA,7/19/2004,12:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195549037,NA,NA,pH,NA,8.51,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:19:03Z,STORET,7/19/2004,2004,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R0585,Sample-Routine,Water,NA,4/6/2004,9:05:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380010,Sheyenne River - Warwick,NA,NA,NA,NA,47.79465,-98.58772,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226474760,NA,NA,Calcium,Total Recoverable,41.8,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T13:24:51Z,STORET,4/6/2004,2004,4,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2004-2367P,Field Msr/Obs,Water,NA,9/7/2004,15:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195521601,NA,NA,Specific conductance,NA,623,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:09:41Z,STORET,9/7/2004,2004,9,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R3711,Sample-Routine,Water,NA,8/11/2004,9:23:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon,NA,NA,NA,NA,46.40567,-97.67297,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226548856,NA,NA,Bicarbonate,Total,343,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,NA,https://www.nemi.gov/methods/method_summary/9694/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T14:38:42Z,STORET,8/11/2004,2004,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R3815,Sample-Routine,Water,NA,8/16/2004,13:00:00,CST,NA,NA,NA,NA,37,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226458286,NA,NA,Calcium,Total Recoverable,47.8,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T13:10:16Z,STORET,8/16/2004,2004,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R4141,Sample-Routine,Water,NA,9/14/2004,11:00:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226503915,NA,NA,Cations-Anions,Total,-0.804,meq/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T13:52:59Z,STORET,9/14/2004,2004,9,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R0062,Sample-Routine,Water,NA,2/12/2004,12:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon,NA,NA,NA,NA,46.40567,-97.67297,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226443494,NA,NA,"Hardness, carbonate",Total,411,mg/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340B,APHA,2340 B ~ Hardness by Calculation,NA,https://www.nemi.gov/methods/method_summary/4679/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T12:58:13Z,STORET,2/12/2004,2004,2,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R2725,Sample-Routine,Water,NA,6/22/2004,10:30:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226397905,NA,NA,Sodium,Total Recoverable,34.8,%,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T12:25:29Z,STORET,6/22/2004,2004,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2004-2239P,Field Msr/Obs,Water,NA,6/22/2004,10:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195335604,NA,NA,Specific conductance,NA,615,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T13:42:14Z,STORET,6/22/2004,2004,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2004-2378P,Field Msr/Obs,Water,NA,9/28/2004,11:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195333088,NA,NA,pH,NA,8.43,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T13:40:19Z,STORET,9/28/2004,2004,9,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2004-2270P,Field Msr/Obs,Water,NA,7/19/2004,12:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195549028,NA,NA,Specific conductance,NA,592,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:19:03Z,STORET,7/19/2004,2004,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2004-2270P,Field Msr/Obs,Water,NA,7/19/2004,12:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195549007,NA,NA,Specific conductance,NA,598,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:19:03Z,STORET,7/19/2004,2004,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2004-2254P,Field Msr/Obs,Water,NA,7/6/2004,11:35:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195337624,NA,NA,pH,NA,8.39,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T13:44:01Z,STORET,7/6/2004,2004,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2004-2378P,Field Msr/Obs,Water,NA,9/28/2004,11:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195333084,NA,NA,Specific conductance,NA,624,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T13:40:17Z,STORET,9/28/2004,2004,9,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R4704,Sample-Routine,Water,NA,11/2/2004,13:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon,NA,NA,NA,NA,46.40567,-97.67297,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226461496,NA,NA,Cations-Anions,Total,-1.4,%,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T13:13:14Z,STORET,11/2/2004,2004,11,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R0050,Sample-Routine,Water,NA,2/9/2004,17:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380010,Sheyenne River - Warwick,NA,NA,NA,NA,47.79465,-98.58772,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226410684,NA,NA,Chloride,Dissolved,21.8,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-CL-(F),APHA,4500 CL F  ~ Chloride in Water by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/9722/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T12:35:08Z,STORET,2/9/2004,2004,2,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2004-2326P,Field Msr/Obs,Water,NA,8/16/2004,13:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195399810,NA,NA,pH,NA,8.44,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:19:16Z,STORET,8/16/2004,2004,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2004-2270P,Field Msr/Obs,Water,NA,7/19/2004,12:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195548973,NA,NA,Specific conductance,NA,591,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:19:02Z,STORET,7/19/2004,2004,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R3814,Sample-Routine,Water,NA,8/16/2004,13:00:00,CST,NA,NA,NA,NA,25,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226388197,NA,NA,Sodium,Total Recoverable,35.9,%,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T12:19:12Z,STORET,8/16/2004,2004,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R3711,Sample-Routine,Water,NA,8/11/2004,9:23:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon,NA,NA,NA,NA,46.40567,-97.67297,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226548825,NA,NA,Aluminum,Total Recoverable,1080,ug/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T14:38:40Z,STORET,8/11/2004,2004,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R3042,Sample-Routine,Water,NA,7/6/2004,11:35:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226487792,NA,NA,Zinc,Total Recoverable,2.81,ug/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,NA,https://www.nemi.gov/methods/method_summary/4665/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T13:38:07Z,STORET,7/6/2004,2004,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R1559,Sample-Routine,Water,NA,5/18/2004,8:40:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380010,Sheyenne River - Warwick,NA,NA,NA,NA,47.79465,-98.58772,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226393861,NA,NA,Sulfate,Dissolved,246,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-SO4(B),APHA,4500 SO4 B  ~ Sulfate in Water by Ion Chromatography,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T12:22:51Z,STORET,5/18/2004,2004,5,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R4680,Sample-Routine,Water,NA,11/2/2004,10:05:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380010,Sheyenne River - Warwick,NA,NA,NA,NA,47.79465,-98.58772,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226464257,NA,NA,Conductivity,Total,1110,umho/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2510B,APHA,2510 B ~ Conductivity - Laboratory Method,NA,https://www.nemi.gov/methods/method_summary/5702/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T13:15:24Z,STORET,11/2/2004,2004,11,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-04-R4141,Sample-Routine,Water,NA,9/14/2004,11:00:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226503942,NA,NA,Bicarbonate,Total,174,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,NA,https://www.nemi.gov/methods/method_summary/9694/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T13:53:00Z,STORET,9/14/2004,2004,9,21NDHDWQ_WQX-382003,Lake Sakakawea
